0 -172.182571 
1 -178.309250 
2 -171.058121 
3 -164.681976 
4 80.370331 
5 -164.915268 
6 -175.607254 
7 80.008499 
8 -165.450958 
9 170.011002 
10 -177.232712 
11 79.125290 
12 -169.974335 
13 -162.760086 
14 -162.936218 
15 174.962173 
16 -164.858719 
17 -171.708603 
18 80.188560 
19 -178.758484 
20 -170.772446 
21 177.771683 
22 176.117874 
23 75.173805 
24 -158.353531 
25 169.162735 
26 -176.232635 
27 -175.227341 
28 76.764908 
29 174.388840 
30 179.611710 
31 -179.961151 
32 -162.874191 
33 170.831741 
34 -170.461349 
35 -170.731155 
36 -172.696915 
37 174.565094 
38 73.738136 
39 -172.226944 
40 -162.907440 
41 -170.054504 
42 -163.832901 
43 177.264465 
44 -176.117432 
45 83.124725 
46 79.154175 
47 -175.009567 
48 78.056572 
49 178.765472 
50 74.795067 
51 79.850777 
52 177.786377 
53 -169.893692 
54 -169.528122 
55 -178.746231 
56 -161.906143 
57 -166.269135 
58 -179.524597 
59 178.064713 
60 179.743729 
61 -176.706787 
62 176.286224 
63 -170.820297 
64 -177.289078 
65 179.499313 
66 -163.468124 
67 -174.996857 
68 78.743164 
69 -179.886887 
70 78.276901 
71 173.308823 
72 -176.398834 
73 78.170570 
74 79.146759 
75 -173.638977 
76 -179.761887 
77 72.001015 
78 -171.433365 
79 79.385689 
80 79.899940 
81 -172.606735 
82 72.999130 
83 -163.418289 
84 -170.561234 
85 80.690956 
86 72.080093 
87 -179.284790 
88 79.554893 
89 -170.247513 
90 -168.128586 
91 -175.980286 
92 78.144020 
93 79.950935 
94 178.718781 
95 80.985580 
96 -171.646255 
97 77.272217 
98 -168.707413 
99 73.497864 
