0 -90.242035 
1 -82.802094 
2 -75.389732 
3 -89.294136 
4 -82.839355 
5 -102.738831 
6 -106.657913 
7 -124.643471 
8 -120.619980 
9 -102.216232 
10 -105.998497 
11 -105.235901 
12 -91.597549 
13 -94.360054 
14 -103.158981 
15 -71.413208 
16 -62.164661 
17 -63.335369 
18 -72.579437 
19 -80.193718 
20 -84.352463 
21 -82.527489 
22 -79.721733 
23 -95.360123 
24 -114.789551 
25 -97.986382 
26 -99.046249 
27 -67.146500 
28 -95.949966 
29 -89.953972 
30 -88.976997 
31 -92.624458 
32 -82.348564 
33 -63.300358 
34 -69.394806 
35 -83.964859 
36 -61.010468 
37 -62.943657 
38 -77.546432 
39 -69.734756 
40 -84.563942 
41 -79.146790 
42 -63.272270 
43 -60.536621 
44 -73.795395 
45 -79.257347 
46 -68.044174 
47 -70.913086 
48 -66.506393 
49 -47.876556 
50 -41.574131 
51 -70.030464 
52 -76.693825 
53 -82.091896 
54 -87.858841 
55 -85.338753 
56 -89.457024 
57 -76.922813 
58 -80.822678 
59 -73.703278 
60 -68.825638 
61 -67.653931 
62 -75.130173 
63 -68.241112 
64 -75.624649 
65 -71.106750 
66 -72.997696 
67 -72.215851 
68 -73.932625 
69 -65.391136 
70 -69.573494 
71 -84.920334 
72 -78.740616 
73 -66.675926 
74 -74.019356 
75 -77.552994 
76 -52.843166 
77 -59.051842 
78 -61.764938 
79 -82.876213 
80 -85.597504 
81 -71.848068 
82 -84.833290 
83 -88.989853 
84 -63.561340 
85 -68.108017 
86 -49.873886 
87 -55.773411 
88 -56.160088 
89 -55.785469 
90 -68.494400 
91 -82.082298 
92 -74.733902 
93 -92.087662 
94 -77.287643 
95 -98.930702 
96 -74.826599 
97 -70.315636 
98 -73.381729 
99 -93.582138 
